population,profile_id,rotor_position,rotor_present,s2_coupling_interval_ms,apd90_0d_ms,erp_1d_ms,cv_1d_cm_s,vw_any_duration_ms,vw_sustained_duration_ms,df_baseline_hz,area_baseline_cm2,df_baseline_interval_0p5hz,df_baseline_subgroup
pAF,1715,i,1,217,197.923696133272,216,85.1351351351351,4,4,5.37109375,1.3473,5.0-5.5,mid
pAF,1721,i,0,NaN,229.573134314582,251,84.3373493975904,1,0,NaN,NaN,,
pAF,1722,i,0,NaN,221.406675287006,234,78.5536159600997,7,0,NaN,NaN,,
pAF,1733,i,1,235,228.981612905118,233,83.223249669749,5,1,5.9814453125,1.3779,5.5-6.0,mid
pAF,1747,i,0,NaN,164.053317589322,175,78.1637717121588,0,0,NaN,NaN,,
pAF,1760,i,0,NaN,221.584002876261,240,85.5978260869565,0,0,NaN,NaN,,
pAF,1766,i,1,189,177.78510774544,186,74.468085106383,23,23,6.103515625,1.1682,6.0-6.5,mid
pAF,1774,i,1,193,174.603709911295,188,81.6062176165803,23,21,5.859375,1.3779,5.5-6.0,mid
pAF,1783,i,0,NaN,232.148362365071,295,82.2454308093995,10,0,NaN,NaN,,
pAF,1789,i,1,207,196.298413426521,207,86.3013698630137,1,1,6.2255859375,1.1493,6.0-6.5,mid
pAF,1795,i,1,206,186.259984068893,200,82.6771653543307,22,20,5.615234375,1.3221,5.5-6.0,mid
pAF,1800,i,1,184,162.193206947624,179,65.5567117585848,37,37,5.9814453125,1.2204,5.5-6.0,mid
pAF,1810,i,1,192,167.746487514312,189,84.1121495327103,17,17,6.103515625,0.8748,6.0-6.5,mid
pAF,1811,i,1,210,173.347077379396,204,75.1789976133651,33,31,5.2490234375,1.197,5.0-5.5,mid
pAF,1824,i,0,NaN,201.82402354123,200,76.73568818514,7,7,NaN,NaN,,mid
pAF,1831,i,0,NaN,213.710939883262,274,74.910820451843,20,0,NaN,NaN,,
pAF,1840,i,1,199,178.607372152605,196,63,34,34,5.859375,1.143,5.5-6.0,mid
pAF,1862,i,0,NaN,178.276006051317,198,81.924577373212,13,11,NaN,NaN,,
pAF,1870,i,0,NaN,216.372193604861,255,73.8569753810082,9,0,NaN,NaN,,
pAF,1872,i,1,191,184.871990549327,188,80.4597701149425,18,18,6.34765625,1.0962,6.0-6.5,mid
pAF,1873,i,0,NaN,215.542598512955,253,59.4900849858357,15,0,NaN,NaN,,
pAF,1881,i,1,189,168.447117117226,184,59.6026490066225,40,40,5.859375,1.0917,5.5-6.0,mid
pAF,1886,i,1,210,188.162116606822,204,82.7858081471747,16,14,5.7373046875,1.2141,5.5-6.0,mid
pAF,1892,i,0,NaN,203.530735424269,220,80.2547770700637,20,0,NaN,NaN,,
pAF,1919,i,0,NaN,241.114163252707,240,85.0202429149798,0,0,NaN,NaN,,
pAF,1937,i,0,NaN,222.416625879407,231,76.2711864406779,1,0,NaN,NaN,,
pAF,1957,i,1,186,164.343994031566,182,71.0259301014656,35,35,5.859375,1.2231,5.5-6.0,mid
pAF,1960,i,1,189,177.998134267844,187,67.0926517571885,17,17,6.103515625,1.1232,6.0-6.5,mid
pAF,1982,i,1,196,175.895715011757,189,81.1855670103093,28,26,5.7373046875,1.3572,5.5-6.0,mid
pAF,1986,i,1,193,182.943100699275,190,85.5978260869565,22,22,6.34765625,1.2483,6.0-6.5,mid
pAF,1988,i,1,255,175.017887860617,248,66.9500531349628,32,31,4.638671875,0.7272,4.5-5.0,low
pAF,1992,i,1,231,222.821278020099,227,83.3333333333333,3,1,5.37109375,1.2897,5.0-5.5,mid
pAF,2036,i,1,192,173.934817713503,189,70.1559020044544,16,9,5.9814453125,1.1754,5.5-6.0,mid
pAF,2054,i,1,211,208.9793203917,211,82.5688073394495,1,1,6.2255859375,1.2861,6.0-6.5,mid
pAF,2062,i,1,245,196.881854821273,220,78.1637717121588,24,1,4.638671875,1.2384,4.5-5.0,low
pAF,2070,i,1,210,164.1072261546,206,54.3572044866264,45,45,4.7607421875,0.9162,4.5-5.0,low
pAF,2079,i,1,236,213.922434413384,233,57.9044117647058,22,22,4.638671875,1.0044,4.5-5.0,low
pAF,2080,i,1,200,177.981612991942,196,87.0165745856353,21,21,5.859375,1.1907,5.5-6.0,mid
pAF,2110,i,1,179,167.286776393281,178,73.0858468677494,22,22,6.9580078125,0.5265,6.5-7.3,high
pAF,2116,i,1,188,160.940868582627,180,78.3582089552238,28,26,5.859375,1.1916,5.5-6.0,mid
pAF,2125,i,1,263,210.894512833314,259,65.4205607476635,11,11,4.8828125,0.7803,4.5-5.0,mid
pAF,2128,i,1,190,183.402806225444,188,76.3636363636363,18,18,6.7138671875,1.0188,6.5-7.3,high
pAF,2155,i,0,NaN,221.08167161551,286,60.6936416184971,19,0,NaN,NaN,,
pAF,2163,i,0,NaN,187.393992488287,224,80.6658130601792,24,0,NaN,NaN,,
pAF,2178,i,1,192,180.667970166709,191,81.3953488372093,10,10,6.34765625,1.1601,6.0-6.5,mid
pAF,2184,i,1,222,191.620007190933,214,81.2903225806452,20,3,5.0048828125,1.2555,5.0-5.5,mid
pAF,2198,i,1,198,175.159516474931,194,75.7211538461538,28,28,5.859375,1.2825,5.5-6.0,mid
pAF,2200,i,0,NaN,241.207096429112,290,67.0212765957447,0,0,NaN,NaN,,
pAF,2274,i,0,NaN,182.472890324614,238,86.0655737704918,31,0,NaN,NaN,,
pAF,2275,i,0,NaN,231.479571852578,255,84.9056603773585,0,0,NaN,NaN,,
pAF,2280,i,0,NaN,182.289120730937,216,53.3898305084746,36,1,NaN,NaN,,
pAF,2288,i,1,190,179.467561952442,189,84.9056603773585,14,14,6.34765625,1.3392,6.0-6.5,mid
pAF,2305,i,0,NaN,221.851663253328,258,67.2358591248666,4,0,NaN,NaN,,
pAF,2306,i,1,208,205.617876594202,209,79.0464240903388,4,4,6.103515625,1.0935,6.0-6.5,mid
pAF,2313,i,1,188,181.320959907142,187,72.7482678983833,18,18,6.591796875,0.9396,6.5-7.3,high
pAF,2321,i,0,NaN,189.523051457014,263,79.646017699115,27,0,NaN,NaN,,
pAF,2327,i,1,201,178.25251685339,199,83.7765957446808,17,17,5.9814453125,1.1097,5.5-6.0,mid
pAF,2329,i,1,223,209.844230915856,220,81.3953488372093,10,5,5.4931640625,1.3014,5.0-5.5,mid
pAF,2360,i,1,188,172.349175523486,186,83.6653386454183,8,8,6.2255859375,1.1601,6.0-6.5,mid
pAF,2385,i,1,210,211.874639775204,209,82.6771653543307,4,4,6.103515625,1.2321,6.0-6.5,mid
pAF,2396,i,0,NaN,241.913177875074,311,54.9738219895288,0,0,NaN,NaN,,
pAF,2400,i,1,234,220.846359315219,233,70.548712206047,2,2,5.126953125,1.3068,5.0-5.5,mid
pAF,2421,i,1,223,164.164253680538,192,82.3529411764706,26,1,5.615234375,0.5922,5.5-6.0,mid
pAF,2433,i,0,NaN,232.515940560108,251,69.6902654867257,13,0,NaN,NaN,,
pAF,2450,i,0,NaN,203.25214073719,252,66.2460567823343,25,0,NaN,NaN,,
pAF,2481,i,1,196,185.918449029567,192,77.6818742293465,21,21,5.9814453125,1.3842,5.5-6.0,mid
pAF,2487,i,1,191,161.692730821953,186,70.548712206047,34,34,5.859375,1.0449,5.5-6.0,mid
pAF,2497,i,0,NaN,221.114773532172,252,85.1351351351351,14,0,NaN,NaN,,
pAF,2512,i,1,207,174.235026591115,204,58.933582787652,27,27,5.126953125,0.8739,5.0-5.5,mid
pAF,2515,i,0,NaN,207.945536244406,266,83.3333333333333,31,0,NaN,NaN,,
pAF,2536,i,1,246,204.303006620154,239,74.3801652892562,11,3,4.39453125,0.9783,4.1-4.5,low
pAF,2552,i,1,197,162.621575091121,191,86.3013698630137,28,26,5.859375,1.0044,5.5-6.0,mid
pAF,2582,i,1,195,172.051200217451,191,72,29,29,5.9814453125,1.1133,5.5-6.0,mid
pAF,2599,i,0,NaN,231.577897266332,281,84.4504021447721,15,0,NaN,NaN,,
pAF,2603,i,1,236,209.479688698164,224,80.2547770700637,10,1,5.615234375,1.1691,5.5-6.0,mid
pAF,2605,i,1,180,161.229916205535,178,64.8148148148148,36,36,6.34765625,1.2465,6.0-6.5,mid
pAF,2634,i,0,NaN,219.987616742779,269,77.6818742293465,0,0,NaN,NaN,,
pAF,2642,i,1,215,208.256266141965,213,83.223249669749,9,5,5.859375,1.2978,5.5-6.0,mid
pAF,2643,i,0,NaN,239.797724475924,263,88.35904628331,6,0,NaN,NaN,,
pAF,2672,i,0,NaN,225.154543416429,229,86.3013698630136,0,0,NaN,NaN,,
pAF,2697,i,1,219,206.755746144438,216,71.6723549488055,18,18,5.37109375,1.134,5.0-5.5,mid
pAF,2699,i,1,211,209.191346593158,210,82.1382007822686,3,3,5.859375,1.476,5.5-6.0,mid
pAF,2726,i,1,181,170.038555084204,180,84,14,14,6.9580078125,1.1412,6.5-7.3,high
pAF,2727,i,1,178,160.390649555309,174,83.223249669749,30,30,6.34765625,1.0053,6.0-6.5,mid
pAF,2742,i,1,181,174.941367067382,179,82.6771653543307,16,16,6.8359375,1.0575,6.5-7.3,high
pAF,2758,i,1,189,168.698353042186,186,72,22,22,5.859375,1.1808,5.5-6.0,mid
pAF,2763,i,0,NaN,242.93603226744,312,66.5258711721225,1,0,NaN,NaN,,
pAF,2765,i,1,180,166.761714505228,177,81.1855670103092,18,18,6.591796875,0.9369,6.5-7.3,high
pAF,2766,i,0,NaN,232.106707348663,249,75.0893921334922,1,0,NaN,NaN,,
pAF,2775,i,1,207,213.120272067092,209,65.8307210031348,8,8,6.4697265625,0.9135,6.0-6.5,mid
pAF,2792,i,0,NaN,230.13132015337,279,84.4504021447721,14,0,NaN,NaN,,
pAF,2803,i,1,185,176.382858512407,184,67.0926517571885,22,22,6.8359375,0.819,6.5-7.3,high
pAF,2805,i,0,NaN,225.111617005692,270,81.9245773732119,10,0,NaN,NaN,,
pAF,2824,i,0,NaN,235.327384408847,286,62.0689655172414,1,0,NaN,NaN,,
pAF,2825,i,1,230,199.589838229353,224,60.2294455066921,31,31,4.7607421875,1.0368,4.5-5.0,low
pAF,2866,i,0,NaN,238.88331240783,239,77.4907749077491,10,0,NaN,NaN,,
pAF,2872,i,1,236,187.327215169957,231,60,29,29,4.2724609375,0.9342,4.1-4.5,low
pAF,2910,i,1,196,192.156329976184,194,79.8479087452471,16,16,6.4697265625,1.1907,6.0-6.5,mid
pAF,2911,i,0,NaN,232.837937679142,258,81.3953488372093,0,0,NaN,NaN,,
pAF,2923,i,0,NaN,236.418131324164,250,71.5096481271282,1,0,NaN,NaN,,
pAF,2933,i,0,NaN,212.154609254401,225,88.1118881118881,12,0,NaN,NaN,,
pAF,2939,i,1,207,196.952057564013,207,63.508064516129,14,14,5.859375,1.2141,5.5-6.0,mid
pAF,2947,i,1,194,179.015899677586,191,83.4437086092715,13,13,6.103515625,1.3329,6.0-6.5,mid
pAF,2979,i,1,248,228.420746505835,239,66.4556962025316,7,1,4.7607421875,1.3392,4.5-5.0,low
pAF,2992,i,0,NaN,235.17099356254,260,79.5454545454545,1,0,NaN,NaN,,
pAF,3007,i,0,NaN,223.140534260325,221,84,0,0,NaN,NaN,,
pAF,3015,i,1,201,182.065034752159,198,84.7913862718708,14,14,5.615234375,1.4553,5.5-6.0,mid
pAF,3016,i,0,NaN,244.705565374068,293,79.2452830188679,1,0,NaN,NaN,,
pAF,3018,i,1,182,180.962124799895,183,78.0669144981413,5,5,6.9580078125,1.044,6.5-7.3,high
pAF,3038,i,1,186,168.843751319189,181,80.7692307692307,17,3,5.9814453125,1.2762,5.5-6.0,mid
pAF,3055,i,0,NaN,223.806240708909,283,63.9593908629442,19,0,NaN,NaN,,
pAF,3064,i,1,211,183.831808900737,209,83.3333333333333,11,11,5.2490234375,1.2168,5.0-5.5,mid
pAF,3082,i,1,190,173.287718384221,186,74.468085106383,24,24,7.080078125,1.0134,6.5-7.3,high
pAF,3090,i,0,NaN,195.726289199018,200,80.5626598465473,0,0,NaN,NaN,,
pAF,3094,i,0,NaN,206.3382327902,209,85.2503382949932,14,1,NaN,NaN,,
pAF,3104,i,1,201,183.56108308777,197,81.7120622568093,21,21,5.859375,1.17,5.5-6.0,mid
pAF,3108,i,1,183,165.547006154928,181,77.2058823529412,17,17,6.34765625,1.1061,6.0-6.5,mid
pAF,3130,i,0,NaN,233.150879853027,260,71.9178082191781,7,0,NaN,NaN,,
pAF,3135,i,1,192,185.852244525508,191,87.1369294605809,5,5,6.34765625,1.1781,6.0-6.5,mid
pAF,3136,i,1,244,189.78100302659,227,65.2173913043478,27,3,4.39453125,1.0521,4.1-4.5,low
pAF,3151,i,1,188,169.193127049642,186,87.378640776699,9,9,6.2255859375,1.1484,6.0-6.5,mid
pAF,3153,i,0,NaN,227.350515819242,242,87.5,9,0,NaN,NaN,,
pAF,3155,i,1,219,169.952260196413,211,68.3297180043384,33,31,4.7607421875,0.8568,4.5-5.0,low
pAF,3170,i,0,NaN,210.314989547747,242,74.6445497630332,7,0,NaN,NaN,,
pAF,3175,i,1,217,217.338397181171,216,73.512252042007,8,8,5.9814453125,1.3464,5.5-6.0,mid
pAF,3183,i,0,NaN,177.821726884256,225,75.4491017964072,31,0,NaN,NaN,,
pAF,3189,i,1,186,161.977356089868,183,74.6445497630332,31,31,5.9814453125,1.3482,5.5-6.0,mid
pAF,3192,i,0,NaN,192.754760114272,227,83.4437086092715,21,0,NaN,NaN,,
pAF,3199,i,1,227,205.317873517182,224,76.271186440678,12,12,5.37109375,1.3086,5.0-5.5,mid
pAF,3211,i,1,189,160.068468287362,180,80.9768637532134,29,25,5.615234375,1.1403,5.5-6.0,mid
pAF,3212,i,0,NaN,220.942648689903,234,87.1369294605809,17,0,NaN,NaN,,
pAF,3239,i,1,168,165.7434979877,167,83.5543766578249,16,16,6.8359375,1.2591,6.5-7.3,high
pAF,3245,i,0,NaN,203.094347644444,260,57.9576816927323,34,0,NaN,NaN,,
pAF,3246,i,1,261,237.352477909779,248,61.046511627907,12,2,4.7607421875,1.2357,4.5-5.0,low
pAF,3250,i,0,NaN,213.955143128587,248,75.0893921334922,17,0,NaN,NaN,,
pAF,3258,i,0,NaN,237.960788995952,276,81.5006468305304,13,0,NaN,NaN,,
pAF,3307,i,1,194,162.690533726411,190,53.2994923857868,44,44,5.37109375,0.7839,5.0-5.5,mid
pAF,3320,i,1,228,224.901027996224,225,83.223249669749,7,1,5.7373046875,1.2708,5.5-6.0,mid
pAF,3329,i,0,NaN,201.423412258082,243,74.0305522914218,23,0,NaN,NaN,,
pAF,3336,i,1,172,165.70898334447,168,75.3588516746411,33,33,6.7138671875,1.2987,6.5-7.3,high
pAF,3341,i,0,NaN,238.543686886267,262,85.7142857142857,6,0,NaN,NaN,,
pAF,3346,i,1,189,174.1002308854,186,81.8181818181818,20,20,5.9814453125,1.2411,5.5-6.0,mid
pAF,3367,i,1,184,161.983068797192,179,75.4491017964072,24,24,6.103515625,1.0575,6.0-6.5,mid
pAF,3382,i,1,176,175.254681015926,174,80.0508259212198,18,18,7.2021484375,1.0908,6.5-7.3,high
pAF,3395,i,0,NaN,175.503009460772,223,84.2245989304813,28,0,NaN,NaN,,
pAF,3396,i,0,NaN,236.900240335075,254,84.2245989304813,1,0,NaN,NaN,,
pAF,3413,i,1,217,199.09302306045,213,71.6723549488055,21,21,5.37109375,1.1511,5.0-5.5,mid
pAF,3414,i,0,NaN,194.445917741272,225,73.5981308411215,25,0,NaN,NaN,,
pAF,3424,i,1,201,189.689317916505,200,80.7692307692308,1,1,5.9814453125,1.242,5.5-6.0,mid
pAF,3426,i,0,NaN,227.120543325582,281,85.7142857142857,18,0,NaN,NaN,,
pAF,3435,i,1,184,171.33436165491,182,84.4504021447721,21,21,6.4697265625,1.4157,6.0-6.5,mid
pAF,3444,i,1,223,174.431144630806,218,61.105722599418,38,37,4.7607421875,1.0305,4.5-5.0,low
pAF,3451,i,0,NaN,240.779856768095,255,82.8947368421052,1,0,NaN,NaN,,
pAF,3456,i,1,198,189.398485519429,196,80.7692307692308,15,15,6.34765625,1.1448,6.0-6.5,mid
pAF,3470,i,1,199,186.406193486895,196,74.4680851063829,16,16,5.9814453125,1.0953,5.5-6.0,mid
pAF,3471,i,1,209,189.789831171678,204,79.746835443038,19,17,5.2490234375,1.2258,5.0-5.5,mid
pAF,3482,i,0,NaN,195.530878512713,211,88.2352941176471,16,0,NaN,NaN,,
pAF,3491,i,1,191,195.527124800057,191,81.7120622568093,12,12,6.8359375,1.26,6.5-7.3,high
pAF,3492,i,1,236,206.015065648971,230,81.3953488372093,6,2,5.0048828125,1.1439,5.0-5.5,mid
pAF,3494,i,0,NaN,227.608192184656,303,54.4511668107174,31,0,NaN,NaN,,
pAF,3502,i,0,NaN,210.78528549333,226,88.4831460674157,12,0,NaN,NaN,,
pAF,3515,i,1,208,168.808603264762,204,66.1070304302204,25,25,5.0048828125,0.9945,5.0-5.5,mid
pAF,3525,i,1,221,198.377045879199,217,84.7913862718708,15,15,5.126953125,1.3005,5.0-5.5,mid
pAF,3528,i,0,NaN,220.063314998755,265,79.9492385786802,16,0,NaN,NaN,,
pAF,3534,i,1,181,175.624439581785,179,84.5637583892617,18,18,6.9580078125,1.2483,6.5-7.3,high
pAF,3562,i,0,NaN,235.044649854106,267,54.735013032146,2,0,NaN,NaN,,
pAF,3566,i,1,202,178.796844485012,198,72.3306544202067,31,31,5.7373046875,1.2402,5.5-6.0,mid
pAF,3575,i,0,NaN,201.19227851188,212,86.7768595041322,16,0,NaN,NaN,,
pAF,3576,i,0,NaN,229.207047792712,243,67.3076923076923,0,0,NaN,NaN,,
pAF,3583,i,1,225,213.599949767769,222,69.4597574421168,13,13,5.4931640625,1.2357,5.0-5.5,mid
pAF,3588,i,0,NaN,221.194049044068,222,82.1382007822686,10,0,NaN,NaN,,
pAF,3601,i,1,233,179.747948569071,216,84.3373493975904,28,1,4.7607421875,1.2393,4.5-5.0,low
pAF,3645,i,1,176,161.920315311851,175,65.2173913043478,30,30,6.4697265625,1.2384,6.0-6.5,mid
pAF,3677,i,0,NaN,228.593398637371,241,87.6216968011127,6,0,NaN,NaN,,
pAF,3692,i,0,NaN,225.356066110377,239,84.3373493975904,10,0,NaN,NaN,,
pAF,3708,i,1,213,183.256886387935,207,85.4816824966079,16,5,5.37109375,1.3563,5.0-5.5,mid
pAF,3717,i,1,238,180.655185995041,227,81.5006468305304,26,13,4.5166015625,0.9882,4.5-5.0,low
pAF,3730,i,1,205,201.922183284958,202,81.3953488372093,14,14,6.103515625,1.3149,6.0-6.5,mid
pAF,3747,i,1,194,192.017127452673,193,84.9056603773585,18,18,6.8359375,1.2195,6.5-7.3,high
pAF,3759,i,0,NaN,244.917546516939,255,79.345088161209,0,0,NaN,NaN,,
pAF,3768,i,1,199,172.503174775629,195,73.512252042007,25,25,5.37109375,0.9306,5.0-5.5,mid
pAF,3780,i,1,228,196.356757378169,215,77.0171149144254,25,9,4.7607421875,1.1268,4.5-5.0,low
pAF,3811,i,1,238,180.570483394411,231,75.1789976133652,22,1,5.37109375,0.6687,5.0-5.5,mid
pAF,3818,i,1,237,212.597447786655,219,74.6445497630332,25,3,5.0048828125,1.3275,5.0-5.5,mid
pAF,3864,i,1,191,169.124061745388,187,64.0243902439025,38,38,5.859375,1.1403,5.5-6.0,mid
pAF,3876,i,1,194,170.123088134991,183,86.1833105335157,28,22,6.103515625,1.4031,6.0-6.5,mid
pAF,3899,i,0,NaN,224.499047041005,288,75.6302521008403,23,0,NaN,NaN,,
pAF,3926,i,1,193,174.248977730873,188,80.1526717557252,23,23,5.9814453125,1.0854,5.5-6.0,mid
pAF,3929,i,0,NaN,221.599993642281,244,84,15,0,NaN,NaN,,
pAF,3932,i,1,199,171.994763033021,194,67.379679144385,25,23,5.2490234375,1.278,5.0-5.5,mid
pAF,3935,i,1,211,173.281380496221,207,80.8729139922978,23,11,5.126953125,1.1988,5.0-5.5,mid
pAF,3937,i,1,180,169.053193133186,178,78.4557907845579,26,26,6.8359375,1.179,6.5-7.3,high
pAF,3938,i,0,NaN,239.982045068813,268,70.8661417322835,18,0,NaN,NaN,,
pAF,3953,i,1,191,174.908211412607,188,62.5620655412115,31,31,6.34765625,0.8721,6.0-6.5,mid
pAF,3958,i,1,212,204.050991086828,211,86.4197530864198,9,1,5.9814453125,1.5759,5.5-6.0,mid
pAF,3961,i,0,NaN,239.409353432849,249,82.2454308093995,0,0,NaN,NaN,,
pAF,3964,i,1,242,215.768486052562,239,77.8739184177997,8,8,4.7607421875,1.161,4.5-5.0,low
pAF,3980,i,1,205,181.69687728415,200,76.1789600967352,19,17,5.4931640625,1.3689,5.0-5.5,mid
pAF,3981,i,1,203,185.323258240227,198,75.1789976133651,17,17,5.859375,1.17,5.5-6.0,mid
pAF,3993,i,1,197,173.977923531871,182,85.3658536585366,27,3,6.103515625,1.4769,6.0-6.5,mid
pAF,3998,i,1,196,187.708934569127,194,86.6574965612104,6,6,5.9814453125,1.1601,5.5-6.0,mid
pAF,4005,i,1,192,177.306654479682,190,83.5543766578249,14,14,6.7138671875,1.1196,6.5-7.3,high
pAF,4022,i,1,204,174.668399776754,202,56.4010743061773,43,43,5.37109375,1.0629,5.0-5.5,mid
pAF,4037,i,0,NaN,215.059708865687,250,77.3955773955774,19,0,NaN,NaN,,
pAF,4047,i,1,231,197.392753063526,224,86.7768595041322,21,1,5.126953125,1.1583,5.0-5.5,mid
pAF,4052,i,0,NaN,199.993834299181,233,85.8310626702997,16,0,NaN,NaN,,
pAF,4053,i,0,NaN,239.72215743702,237,81.7120622568093,0,0,NaN,NaN,,
pAF,4063,i,1,186,183.214140055745,184,82.5688073394495,16,16,6.4697265625,1.1241,6.0-6.5,mid
pAF,4066,i,0,NaN,232.680838746943,288,85.8310626702997,13,0,NaN,NaN,,
pAF,4074,i,1,212,200.793279813603,209,65.8995815899581,20,20,5.615234375,1.1637,5.5-6.0,mid
pAF,4085,i,0,NaN,235.303805793199,241,85.9481582537517,0,0,NaN,NaN,,
pAF,4086,i,0,NaN,232.721482724664,244,73.512252042007,4,0,NaN,NaN,,
pAF,4100,i,1,193,173.090911541702,187,85.3658536585366,24,22,6.103515625,1.3887,6.0-6.5,mid
pAF,4106,i,0,NaN,183.284792695726,237,75.5395683453237,24,0,NaN,NaN,,
pAF,4119,i,0,NaN,232.681187042363,277,85.5978260869565,3,0,NaN,NaN,,
pAF,4166,i,1,196,175.409976919109,192,80.6658130601792,23,23,6.2255859375,1.2285,6.0-6.5,mid
pAF,4174,i,1,195,175.908587805403,187,85.0202429149798,25,21,5.9814453125,1.3212,5.5-6.0,mid
pAF,4181,i,0,NaN,228.06346778947,236,75.1789976133651,1,1,NaN,NaN,,
pAF,4231,i,1,212,206.398884048409,209,87.8661087866109,10,10,5.7373046875,1.2996,5.5-6.0,mid
pAF,4238,i,1,228,216.978430948286,228,75.7211538461538,2,2,5.7373046875,1.3266,5.5-6.0,mid
pAF,4243,i,1,245,174.977128909486,235,80.0508259212198,29,5,4.39453125,1.1547,4.1-4.5,low
pAF,4246,i,1,182,160.777127784917,180,82.1382007822686,21,21,5.9814453125,1.2654,5.5-6.0,mid
pAF,4257,i,0,NaN,235.734793318254,307,81.2903225806452,19,0,NaN,NaN,,
pAF,4273,i,1,210,198.861082832998,207,74.0305522914218,12,12,6.103515625,0.9351,6.0-6.5,mid
pAF,4312,i,0,NaN,244.447358038626,272,84.4504021447721,4,0,NaN,NaN,,
pAF,4334,i,1,221,203.620905525961,220,78.5536159600997,5,5,5.4931640625,1.3608,5.0-5.5,mid
pAF,4342,i,0,NaN,240.215766072157,297,85.1351351351351,10,0,NaN,NaN,,
pAF,4360,i,1,189,180.88960700039,188,68.7022900763359,16,16,6.591796875,1.0251,6.5-7.3,high
pAF,4387,i,0,NaN,220.805879651991,236,82.7858081471747,8,0,NaN,NaN,,
pAF,4403,i,1,187,183.4985183307,184,81.7120622568093,19,19,6.34765625,1.2924,6.0-6.5,mid
pAF,4431,i,1,188,164.444831144057,184,56.910569105691,36,36,5.4931640625,0.9216,5.0-5.5,mid
pAF,4452,i,1,194,178.581869055939,191,69.078947368421,23,23,5.615234375,1.3212,5.5-6.0,mid
pAF,4471,i,0,NaN,241.602276071106,239,81.924577373212,2,0,NaN,NaN,,
pAF,4482,i,0,NaN,238.672482859212,283,78.1637717121588,8,0,NaN,NaN,,
pAF,4484,i,0,NaN,235.519140628516,264,83.223249669749,4,0,NaN,NaN,,
pAF,4488,i,1,191,175.08716254279,185,80.3571428571428,26,24,6.2255859375,1.4265,6.0-6.5,mid
pAF,4519,i,1,208,183.757103260381,206,71.6723549488054,16,16,5.615234375,1.0494,5.5-6.0,mid
pAF,4548,i,0,NaN,189.502009397642,197,81.5006468305304,0,0,NaN,NaN,,
pAF,4562,i,1,192,178.813573956155,191,64.1547861507128,16,16,6.2255859375,1.0593,6.0-6.5,mid
pAF,4564,i,1,182,177.899504621979,179,77.490774907749,25,25,6.8359375,0.9243,6.5-7.3,high
pAF,4575,i,1,206,177.972191918816,200,87.0165745856354,21,19,5.37109375,1.0764,5.0-5.5,mid
pAF,4576,i,1,201,196.664395525433,198,80.8729139922978,20,20,6.591796875,1.2393,6.5-7.3,high
pAF,4581,i,1,173,162.561758851756,169,78.8485607008761,18,18,6.4697265625,0.9909,6.0-6.5,high
pAF,4582,i,0,NaN,209.338284011501,228,83.4437086092715,8,0,NaN,NaN,,
pAF,4634,i,0,NaN,208.393267392632,246,85.9481582537517,12,0,NaN,NaN,,
pAF,4653,i,1,228,182.988604888837,209,76.9230769230769,25,5,4.7607421875,1.0827,4.5-5.0,low
pAF,4657,i,1,198,186.858100753576,196,83.223249669749,9,9,6.2255859375,1.251,6.0-6.5,mid
pAF,4661,i,0,NaN,205.616708856418,235,55.0699300699301,18,0,NaN,NaN,,
pAF,4671,i,1,186,178.000236727217,184,68.6274509803921,26,26,6.591796875,1.3635,6.5-7.3,high
pAF,4674,i,1,216,191.981913378761,207,70.4697986577181,35,11,5.37109375,1.296,5.0-5.5,mid
pAF,4713,i,0,NaN,163.766193094532,180,77.8739184177997,23,9,NaN,NaN,,mid
pAF,4716,i,1,222,215.358236109059,220,74.1176470588236,8,8,5.615234375,1.1259,5.5-6.0,mid
pAF,4720,i,1,197,169.468932808581,194,72.5806451612903,20,20,5.2490234375,0.9171,5.0-5.5,mid
pAF,4730,i,1,244,178.39875110126,234,78.1637717121588,27,7,4.39453125,1.1718,4.1-4.5,low
pAF,4769,i,0,NaN,230.173382615045,272,86.4197530864198,11,0,NaN,NaN,,
pAF,4772,i,0,NaN,200.67061640774,248,76.8292682926829,11,0,NaN,NaN,,
pAF,4791,i,0,NaN,201.089811875769,233,75.0893921334922,16,0,NaN,NaN,,
pAF,4799,i,0,NaN,242.004413472896,272,84.9056603773585,5,0,NaN,NaN,,
pAF,4854,i,1,221,201.821590114021,218,86.5384615384615,4,2,5.7373046875,1.2681,5.5-6.0,mid
pAF,4859,i,0,NaN,167.364835215827,215,60.5769230769231,38,0,NaN,NaN,,
pAF,4860,i,1,196,187.68536870915,194,79.746835443038,16,16,6.4697265625,1.1196,6.0-6.5,mid
pAF,4862,i,1,174,165.094333183173,171,85.0202429149798,22,22,7.080078125,1.2591,6.5-7.3,high
pAF,4884,i,0,NaN,191.122171742638,241,82.5688073394495,18,0,NaN,NaN,,
pAF,4891,i,0,NaN,219.379269455152,250,78.3582089552239,19,0,NaN,NaN,,
pAF,4914,i,1,198,188.865992641091,196,78.9473684210526,17,17,6.591796875,1.008,6.5-7.3,high
pAF,4916,i,0,NaN,232.451664340959,261,71.3476783691959,0,0,NaN,NaN,,
pAF,4926,i,1,194,161.217663046438,189,72.2477064220183,24,24,5.4931640625,1.2069,5.0-5.5,mid
